puissance_crete;surface;pente;pente_optimum;orientation;orientation_optimum;installateur;production_pvgis;lat;lon;postal_code
2996;18;20;;-10;1;A l Eau Solaire;3347;45.69;5.16;38460
2925;16;25;37;-50;-10;a2 energie;3135;45.26;5.86;38190
2940;18;35;37;-25;-3;A2Energie 01480 Jassans Riottier;3452;45.41;5.53;38850
2940;23;20;;-60;-1;SOL ENERGY;3107;45.68;5.07;69720
2100;24;45;;Sud;;Solar Electric;0;45.36;5.66;38960
2750;25;20;36;60;-5;gelhak energy;2778;46.01;3.93;42370
2940;23;35;;-15;0;CPAE;3313;45.42;5.44;38690
3000;25;25;36;40;-1;ZPCV.ZANONE;3271;45.20;5.83;38420
2700;15;25;;-45;;a2 energie;0;45.32;5.56;38430
11600;87;35;;Sud;;CPAE;0;45.34;5.42;38140
2960;21;30;35;-45;0;MDA ENERGIE NOUVELLE;3119;45.43;4.32;42230
2996;23;20;;95;;a2 energie;0;46.09;4.79;1090
3000;21;25;;Sud;;CPAE;0;45.38;5.41;38690
3000;24;45;37;90;-15;BIO L EAU FRANCE;2396;45.20;5.67;38360
1980;14;35;37;55;1;"Soleil en T&amp;ecirc;te";2165;46.25;6.09;1280
2970;25;30;36;Sud;-1;"Soleil en T&ecirc;te";3466;45.32;5.26;38870
2940;23;20;37;45;0;123 Solaire;3252;45.65;4.79;69390
4140;20;30;;45;;Solaire Direct;0;46.16;4.30;42670
2970;23;25;;70;;WATT et HOME;0;45.22;5.34;38470
2960;21;20;;50;-1;ENODOM;3191;45.68;5.04;69720
3000;24;20;36;-10;0;IDESKO;3350;46.30;4.87;1750
2568;20;20;36;20;1;S comme solaire;2942;45.60;5.21;38080
3000;23;25;36;-50;0;S comme solaire;3301;45.32;5.30;38870
2300;14;30;36;-35;-2;123 Solaire;2640;45.68;4.82;69540
3000;28;20;36;-30;2;"Soleil en T&ecirc;te";3326;46.11;5.26;1160
2970;27;30;36;-45;2;IMERYS TOITURES;3221;46.20;5.23;1000
2880;24;30;37;30;2;ABD;3374;45.34;5.61;38500
3080;30;30;;-30;;LEPARGNEUR;0;46.13;5.53;1430
2380;18;30;36;90;1;tempeos;2327;45.66;4.95;69780
3000;22;30;36;-10;0;flash service;3267;45.43;5.77;38380
3000;23;40;;-25;;SADEJA SOLAIRE;0;46.17;5.28;1250
2996;18;20;37;-40;-1;FL Energie;3339;45.68;4.70;69510
2925;22;20;36;10;-1;"Ka&amp;iuml;latech";3265;45.20;5.82;38420
2960;21;15;37;75;0;R. LEPARGNEUR;3081;45.82;4.76;69570
2960;23;25;;10;7;LEPARGNEUR;3505;45.11;5.81;38410
2960;21;25;;60;;Soleil Plus Energies Renouvelables;0;45.94;4.76;1600
1926;15;25;;15;;A2Energy;0;46.05;5.13;1320
2940;23;30;34;15;7;Pienergies Savoie;3174;45.13;5.84;38410
2940;20;30;;Sud;;EYMARD Champ/drac;0;45.17;5.69;38170
2940;23;25;38;-25;-16;A2E Energie;3295;45.31;5.92;38660
0;16;30;;-45;;SOLELUX TOITURE;0;46.34;4.88;1570
900;6;25;37;Sud;1;SRS ELEC;1065;45.76;4.93;69150
2960;21;20;36;-15;-2;watt home;3255;45.35;5.60;38500
2996;18;20;36;10;1;EPB Solaire;3521;45.58;4.98;38540
2940;22;30;36;60;5;"AA Electricite; Batiment";3203;45.22;5.68;38120
2800;20;20;37;90;1;non recommande;2795;45.78;4.93;69120
3000;24;30;37;Sud;-1;INTI PRO CONCEPT;3519;45.97;4.71;69400
3000;25;20;;-90;;"Solha&iuml;c";0;45.99;4.71;69400
2996;18;25;34;-45;-2;FL Energie;3058;45.43;4.36;42530
2940;22;30;36;10;1;PCIM PV SOLUTIONS;3491;45.74;5.16;38230
2940;20;20;;55;-1;ALDER;3183;45.45;4.86;38138
2960;22;25;36;Sud;1;"Ka&iuml;latech";3465;45.56;5.26;38300
2520;17;20;;-75;-1;ENERGIC ENR;2551;45.80;4.85;69300
3000;24;20;;-30;;ASOLTEC;0;45.25;5.89;38190
2960;20;30;;90;;CHENEVIER TOITURE;0;45.40;4.76;38550
2990;18;35;37;Sud;1;LEPARGNEUR;3610;45.76;4.96;69150
2960;26;25;;35;0;123 Solaire;3355;45.63;4.45;69590
3010;21;30;37;30;1;SOLAIRE PRO;3540;45.72;4.99;69740
2880;17;25;;25;-2;A l Eau Solaire;3230;45.63;5.36;38890
2880;21;20;35;50;2;SUBSUN;2876;45.47;4.59;42740
2940;18;15;36;Sud;-6;TFB ENERGIES SOLAIRES;3178;46.15;3.86;42310
2996;23;20;36;Sud;0;a2energie;3448;45.90;5.19;1800
2960;21;25;;-15;;GENELEC MORIN;0;45.97;4.53;69620
2880;24;35;35;20;-9;Expert Solaire;3174;45.15;5.59;38250
2730;21;20;;60;;SOL R ELEC;0;45.12;5.78;38320
3010;24;20;;85;;ARTIS EN SOLAIRE;0;45.63;4.93;69970
3000;17;20;;-70;;ENERGIC ENR;0;45.82;4.89;69140
2400;21;20;36;-5;-5;ELECTRICITE SERVICE;2716;45.63;4.63;69440
2760;19;20;;-75;-1;EPB Solaire;3099;45.50;4.96;38780
3000;16;25;37;-90;-4;ENERGIC ENR;2860;45.32;5.52;38210
2960;20;20;34;-75;7;WATT et HOME;2848;45.25;5.70;38950
2940;20;20;36;90;0;France Eco Energies Nouvelles;2887;45.73;4.74;69340
2120;15;30;;15;0;LEPARGNEUR;2219;45.38;4.28;42700
2960;20;20;37;Sud;1;SOLAR TOTAL;3455;45.73;4.90;69500
2960;22;20;36;90;-4;Electro Energie Diffusion;2834;45.87;4.64;69380
2996;18;20;37;Sud;0;A l Eau Solaire;3495;45.67;4.95;69780
2970;22;20;36;10;2;Solutions Soleil Energie;3344;46.18;5.23;1000
2850;22;25;;90;;AC SOLAIRE;0;45.34;5.30;38590
2720;21;45;32;-90;-3;GMV Industrie;2382;44.83;5.80;38710
2940;20;20;;-25;-2;Solaire Direct;3351;45.47;4.38;42270
3000;23;30;35;45;0;ARCENSOL;3277;45.83;4.63;69210
3000;22;20;;5;-4;France Eco Energies Nouvelles;3438;45.60;5.16;38090
2940;20;20;37;-40;0;france-eco-energie;3261;45.97;4.76;1480
3010;23;5;;30;0;ARTIS EN SOLAIRE;2999;45.50;4.44;42290
2940;21;20;;Sud;;Vent solaire application;0;45.65;4.98;69780
2940;23;20;36;20;2;VMA ENVIRONNEMENT;3428;45.48;5.25;38440
2565;18;25;32;-10;3;a2 energie;2689;45.27;6.10;38580
2996;18;30;;-30;;Pi energies;0;45.47;5.54;38850
2940;23;20;;-20;;EOR;0;45.08;5.21;38840
2940;24;25;;45;7;123 Solaire;3166;45.81;4.85;69300
2940;23;25;36;30;3;NOVASOL;3372;45.67;5.21;38460
2996;18;20;36;25;-7;123 Solaire;3273;46.14;4.60;69430
2960;22;30;36;-65;0;Solutions Soleil Energie;2965;46.15;4.17;42190
3000;24;25;37;30;-3;http://www.asoltec.fr/;3322;45.22;5.81;38330
2880;21;35;36;-50;-2;SUBSUN;3188;45.73;4.75;69340
2220;16;30;36;-5;-1;ENR Belantin;2642;45.64;4.80;69390
3000;20;15;37;5;2;ACFER;3407;45.90;5.16;1800
2940;18;30;36;25;2;ERAO;3321;46.44;5.23;1560
2880;20;30;36;20;0;jepac01;3272;45.65;4.34;42140
2990;22;20;37;-15;-1;DELTASUD;3394;45.61;4.68;69440
2400;14;25;37;-10;-1;CPAE;2824;45.40;5.40;38690
2960;21;30;;Sud;-1;ECOMOTIV;3576;45.36;5.08;38270
3000;23;15;36;-10;-3;ATSUN;3422;45.60;4.91;38200
3000;20;25;;5;;ENERGINEO;0;45.60;4.69;69440
2996;17;25;35;-40;-12;MADISUN;3029;45.40;6.07;38580
2940;17;25;35;-25;16;"SES Solaire Energies Syst&egrave;mes";3197;45.85;5.33;38390
3000;28;35;35;Sud;-11;ADB;3268;45.14;5.59;38250
3040;25;35;37;100;-8;Enerys;2507;46.21;5.52;1460
2880;22;25;;90;;SIPN SOLAIRE;0;45.68;5.18;38460
2940;28;40;37;-5;-15;LEPARGNEUR;3333;46.04;5.75;1200
2996;25;35;;-100;;NOVASOL;0;45.24;5.63;38360
3150;22;20;36;Sud;-2;ENERCOS technologies;3396;45.50;4.57;42420
3000;23;20;;Sud;;7 ENERGIES;0;46.15;5.31;1250
2960;23;20;36;30;-2;ACA;3253;45.55;4.25;42340
2970;30;20;36;40;2;A l Eau Solaire;3317;45.63;5.20;38290
2996;23;30;;-10;-1;ENERCOS technologies;3340;45.78;4.25;42110
2940;21;30;36;-10;-2;Evasol;3365;45.40;4.21;42240
2940;18;65;;45;;a2energy;0;46.04;5.40;1640
2940;23;20;36;75;3;CALEA Energies Renouvelables;3051;45.71;5.22;38460
2880;20;25;36;90;-1;ets Henri GRANGE;2700;46.04;4.16;42120
2880;30;20;;45;;SIPN SOLAIRE;0;45.62;5.18;38090
2800;5;15;;155;;NC;0;45.77;4.78;69130
2000;15;25;36;60;1;solaris energie solaire;2120;45.96;5.36;1500
2960;22;20;37;50;1;Solutions Soleil Energie;3299;45.74;4.96;69680
2100;16;30;35;-50;2;Energia - EcoLogique;2195;45.20;5.83;38420
2880;20;20;36;Sud;0;EODIS;3318;45.61;5.50;38110
2960;22;20;36;15;1;VMA ENVIRONNEMENT;3401;45.61;5.23;38080
2960;21;20;;30;-1;Alt energies;3446;45.50;4.30;42480
3010;23;40;36;40;-2;a2 energie;3425;45.26;5.34;38470
2800;21;30;37;-5;-4;EDF ENR Photon technologies;3251;45.58;4.07;42600
2800;17;20;;-15;;ecolo n Ergie;0;45.72;4.76;69630
2996;24;20;35;-40;-10;ARTIS EN SOLAIRE;3136;45.50;4.56;42320
3010;22;30;;60;;S comme solaire;0;45.25;5.84;38330
2996;18;20;37;-25;0;123 Solaire;3422;45.99;4.82;1480
2996;18;20;37;10;-4;123 Solaire;3499;45.41;4.68;42410
2800;20;20;;Sud;-1;France Eco Energies Nouvelles;3120;45.62;4.92;69970
2760;21;20;35;-10;0;Air et Chaleur d aujourd hui;3007;45.40;4.26;42240
2940;22;20;;40;;S comme solaire;0;46.08;4.48;69870
2880;21;30;;45;;XXX;0;45.54;4.82;69560
2960;20;40;37;40;-15;"WATT&amp;amp;HOME";2990;45.38;5.95;38660
3000;16;35;36;Sud;1;LEPARGNEUR;3549;46.09;4.85;1990
2996;21;20;36;80;-2;THERMO CONCEPT FOREZIEN;2957;45.53;4.22;42160
2961;25;20;;25;-4;biol eau;3356;45.59;5.23;38080
2880;21;20;;20;;AIR SOLAIRE;0;45.57;4.63;69440
11970;84;30;;15;;"r&eacute;v solaire";0;45.63;4.82;69360
3000;25;20;37;45;0;LEPARGNEUR;3307;45.97;4.76;1480
2940;23;20;36;-30;1;A l Eau Solaire;3334;45.65;5.16;38290
2996;16;20;;-75;-1;R. LEPARGNEUR;3071;45.68;5.01;69720
2940;21;20;37;25;0;123 Solaire;3380;45.73;4.89;69500
2960;21;20;37;60;0;ECOMOTIV;3252;45.50;4.80;69420
2960;21;35;37;40;0;PRO FIL ELEC;3483;45.44;4.78;38370
3000;23;25;34;-5;-1;SRCT Systemes Solaires;3511;45.53;5.16;38440
3125;25;45;;Sud;;energie renouvelable beaujolaise;0;46.04;4.65;69460
2880;27;25;37;45;-1;solaireco;3155;45.83;4.62;69210
2960;22;20;;90;;GENELEC MORIN;0;45.66;4.96;69780
2880;21;20;36;-45;5;SWEETAIR ENERGIE;3126;45.85;5.33;38390
2220;16;25;36;55;-4;GMV Industries;2296;45.44;5.62;38620
2996;18;25;;-40;-2;123 Solaire;3485;46.26;6.04;1630
3000;29;30;;-45;-1;Eco'logista - soleil en tete;3298;45.77;5.68;1300
2520;15;25;38;-25;-17;a2 energie;2815;45.31;5.91;38660
2960;21;15;35;-30;-5;CBI Energie;3275;45.85;5.12;1360
3000;25;25;36;45;1;SOLARIS-ENR;3279;46.38;5.01;1190
2800;21;25;;Sud;-1;SERPOLET BIDAUD;3516;45.43;5.26;38260
2996;18;20;37;70;0;ENERCOS technologies;3286;45.38;5.04;38270
3000;21;15;34;-45;-1;conseils eco generation;3008;45.14;5.82;38410
2996;18;25;;-70;;Eurl Rhone Genie Thermie;0;45.72;5.00;69740
2940;20;30;;-15;;Solaire energie systemes;0;45.37;5.52;38140
2940;22;20;37;-30;-2;Evasol;3293;45.64;4.24;42210
2300;17;30;36;Sud;-1;ALHENA  71740;2593;46.14;4.17;42190
2996;20;20;;-25;0;ARTIS EN SOLAIRE  (Avant ABC Energie sol;3534;45.40;4.17;42240
2940;24;25;37;65;-1;ENERCOS technologies;3069;45.58;4.69;69700
2960;22;20;;-80;;INTI PRO CONCEPT;0;46.04;5.40;1640
2160;12;20;;-75;-2;ARTIS EN SOLAIRE;2200;45.47;4.72;42410
2760;19;20;36;-45;0;ARTIS EN SOLAIRE;3103;45.51;4.90;38200
2996;21;20;36;40;-7;B et G Monteiller;3124;45.52;4.54;42320
2925;26;20;36;-20;-1;O2L;3345;45.71;4.78;69600
2820;20;25;37;-60;-2;CPAE;3060;45.37;5.51;38140
2996;18;30;;50;;123 Solaire;0;46.05;5.15;1320
2940;23;25;;35;;a2 energie;0;45.26;5.86;38190
3010;22;20;;Sud;;"abc &eacute;nergie solaire";0;45.74;4.17;42110
2590;20;25;;-75;;AIR SOLAIRE;0;45.56;4.27;42340
2940;20;20;;75;1;Fauche centre est;3052;45.46;4.51;42400
2100;16;30;;90;;Energia;0;45.99;4.03;42300
2990;28;15;;-90;-1;FAUCHE centre est;2921;45.52;4.23;42160
3000;23;35;36;-15;1;SOL ART DE VIVRE TRYBA SOLAR;3537;45.71;5.35;38460
2925;22;20;36;Sud;-2;Solaire Le Vent;3271;45.57;4.26;42340
2970;23;25;;20;-2;CLIPSOL;3664;45.31;5.29;38870
2940;18;25;;-15;-1;PHOTON ENERGIE;3270;45.63;5.42;38890
2960;22;20;36;5;2;INTI PRO CONCEPT;3423;45.85;5.10;1360
2960;21;25;37;Sud;-5;Energia;3334;46.05;3.91;42370
3000;16;30;36;90;1;RHONE SOLAIRE PRO;2868;45.82;4.65;69210
2800;21;25;37;Sud;0;123 Solaire;3245;45.87;4.72;69380
3000;20;25;36;-15;-1;DELTASUD;3359;45.80;4.59;69210
2996;22;30;;-5;0;Cermelec;3665;45.62;5.42;38890
3000;23;20;37;10;1;"Solha&iuml;c";3501;45.76;5.00;69330
2880;17;25;37;50;0;ENERCOS technologies;3217;45.84;4.85;69270
2940;21;30;36;Sud;0;obiou multiservices;3334;45.16;5.84;38410
2960;24;45;36;-45;1;"Watt &amp;amp;amp; Home";3118;45.15;5.75;38320
2940;20;20;36;-70;-7;a2 energie;2988;45.48;5.69;38480
2960;20;20;;90;;THERMO CONCEPT FOREZIEN;0;45.55;4.11;42610
2160;20;15;;Sud;-2;Cermelec;2547;45.63;5.42;38890
2996;18;30;;15;-1;LEPARGNEUR;3406;45.70;4.97;69800
2960;22;20;36;-20;2;INTI PRO CONCEPT;3313;46.12;5.19;1240
3000;16;35;37;Sud;-8;MADISUN;3610;45.47;5.98;38530
2960;20;25;;Sud;;ACTIVA ENERGIES;0;45.39;5.49;38140
3000;22;20;;35;-5;ENERCOS technologies;3524;45.64;4.74;69440
2100;16;35;37;-30;-2;EDMI;2457;45.39;5.51;38140
2960;23;45;37;30;-2;Ets Grange;3240;46.01;4.04;42300
2940;21;20;36;-50;0;"SES Solaire Energies Syst&amp;egrave;mes";3259;45.58;4.88;38200
2970;24;35;37;80;-1;LEPARGNEUR;2944;45.74;4.74;69290
2400;14;20;;50;-1;ARTIS EN SOLAIRE;2603;45.51;4.90;38200
2940;21;35;35;-90;-3;Forclum Infra Sud Est;2424;45.34;5.97;38570
2800;23;15;;-10;;"H&eacute;lios El+ autoconstruction";0;45.77;4.77;69130
2996;23;20;;-80;;artisan;0;45.55;5.07;38790
8925;60;40;36;-10;-6;Autoconstruction;9749;45.43;5.74;38380
2880;17;30;;40;;"SES Solaire Energies Syst&egrave;mes";0;45.22;5.77;38700
2996;23;25;35;-50;1;ENERCOS technologies;3288;45.56;4.80;69700
2996;18;25;36;10;1;A l Eau Solaire;3510;45.67;5.29;38460
6000;34;20;36;20;-3;"Solar D&eacute;veloppement";6732;45.93;4.70;69480
2960;21;20;;25;-1;solaire team;3378;45.59;5.17;38090
2960;21;20;37;Sud;0;TERRE D AVENIR;3432;45.67;4.81;69540
3000;24;20;;30;;solaris energie solaire;0;45.98;4.77;1480
2940;17;25;36;5;-18;"SES Solaire Energies Syst&egrave;mes";3328;45.22;5.77;38700
3010;16;25;;40;;123 Solaire;0;46.25;6.07;1280
3040;24;10;35;5;0;CAP ECO ENERGIE;3096;45.12;5.81;38410
2960;21;20;36;-5;0;Vent Solaire Applications;3452;45.65;4.98;69780
2968;18;20;36;90;2;a2 energie;2968;46.01;5.18;1320
2800;20;25;;35;-4;France Eco Energies Nouvelles;3092;45.64;4.74;69700
3000;22;30;37;-45;-4;lumensol.fr;3278;45.31;5.50;38210
2996;17;20;36;10;1;ENERCOS technologies;3509;45.58;4.91;38200
2996;18;20;35;-10;-2;FL Energie;3122;45.49;4.57;42420
2940;21;30;37;-5;0;Expert Solaire;3525;45.82;4.89;69140
3000;23;20;;40;;solaris energie solaire;0;45.99;5.05;1330
2350;14;25;;20;0;PHOTON ENERGIE;2620;45.58;5.32;38300
3000;25;25;37;50;-2;SOL R ELEC;3302;45.38;5.53;38140
2800;21;30;36;45;2;SADEJA SOLAIRE;3154;45.88;5.22;1800
2996;17;25;34;-5;0;Rhone Alpes energie;3232;45.39;4.32;42500
2850;24;20;37;30;0;CAP ECO ENERGIE;3246;45.67;4.82;69540
3000;28;25;36;35;-1;AMITEL CLIM;3302;45.20;5.83;38420
2940;20;30;;-5;-1;APE SUD;3452;45.49;5.52;38730
2880;21;20;36;Sud;-1;NOVELIO;3255;45.83;4.61;69210
2940;20;30;35;25;-21;a2 energie;2860;45.37;6.04;38830
2880;21;35;;45;;Solero.terre d'avenir;0;45.33;5.48;38140
2960;21;30;36;-45;-11;France Ecologis et Isicom Services;3227;45.88;4.43;69170
2996;18;20;;15;;"SES Solaire Energies Syst&egrave;mes";0;46.06;4.65;69460
2960;21;25;37;25;-5;Eco Alternatives;3402;45.22;5.77;38240
2996;24;45;37;70;-2;kinergy-scommesolaire;2944;46.32;6.06;1170
2960;23;20;35;45;1;M2IS;3190;45.80;4.60;69210
2996;18;20;;10;0;ENERCOS technologies;3528;45.35;5.58;38500
2960;22;25;;-45;-2;Evowatt;3307;45.44;6.01;38530
2880;19;15;37;40;0;123 Solaire;3196;45.77;4.91;69120
2996;18;20;36;-40;1;A l Eau Solaire;3365;45.61;5.13;38090
2970;18;25;;30;-1;A l Eau Solaire;3593;45.65;5.18;38290
2960;22;20;37;-75;-10;LEPARGNEUR;2990;45.26;5.86;38190
3010;30;25;36;-70;-2;BS AUTOMATION;3070;45.51;4.21;42160
2880;22;30;37;Sud;2;ALVENA;3463;45.99;5.05;1330
2800;23;35;36;90;-8;Energia;2431;46.14;3.85;42310
3000;16;20;36;Sud;-2;Dimension Energie;3358;45.52;4.18;42450
3000;25;20;;-25;-1;LEPARGNEUR;3330;45.69;5.07;69720
2940;23;20;37;Sud;-1;Solaire Direct;3337;45.96;4.66;69400
2880;21;20;;45;-1;TERRE D AVENIR;3145;45.54;4.62;42800
6240;40;40;36;90;2;bee;5734;46.31;5.16;1340
2720;21;25;;85;;SPER;0;45.75;4.21;42110
3000;16;40;36;-5;-2;a2 energie;3476;46.23;5.99;1710
3000;25;25;;-40;;Rhone Genie Thermie Chassieu;0;45.73;5.38;38510
2940;20;25;37;-90;0;APE SUD;2876;45.77;4.89;69100
3000;19;20;36;60;1;"SES Solaire Energies Syst&egrave;mes";3228;45.74;5.21;38460
3000;25;25;;-20;;A l Eau Solaire;0;45.81;5.39;38390
2640;23;20;;Sud;-1;"Soleil en T&ecirc;te";2847;46.33;5.23;1851
2940;24;30;;60;;MS SOLAIRE;0;45.64;4.29;42210
3000;23;30;;10;1;Pi energies;3599;45.35;5.60;38500
2996;18;35;;Sud;-1;THERMO CONCEPT FOREZIEN;3546;46.16;4.09;42190
2960;21;20;37;-30;1;solaris energie solaire;3388;45.67;5.01;69720
1750;14;20;;60;0;ENERPROD;1763;45.59;4.39;42140
2996;24;30;36;-80;1;ARTIS EN SOLAIRE;2971;45.63;5.55;38630
2940;20;25;36;-40;-5;APE SUD;3489;44.86;5.68;38710
6000;43;15;36;10;1;PCIM PV SOLUTIONS;6766;45.61;5.21;38080
3200;24;25;36;-45;0;PDR MACON;3485;46.34;5.01;1380
2940;20;35;37;-60;-8;a2 energie;3097;45.26;5.85;38190
22960;174;10;34;50;-14;Free Power;22008;45.76;3.82;42111
2940;24;30;36;85;2;SIPN SOLAIRE;2875;46.22;5.07;1660
3000;24;30;37;-20;-2;A S F;3442;45.58;4.20;42210
3000;17;35;;-65;;a2 energie;0;45.35;5.65;38134
2880;21;30;37;-30;0;IDESCO;3333;45.74;4.78;69110
2800;21;20;37;Sud;-1;Energia;3083;46.09;4.11;42720
3000;23;30;37;70;2;ALPSOLEIL;3151;45.79;5.69;1300
3000;22;20;;-50;;ENERCOS technologies;0;45.50;4.80;69420
3000;20;20;37;Sud;1;123 Solaire;3498;45.84;5.06;1120
2996;18;20;;40;-4;123 Solaire;3286;45.63;5.03;69780
3000;30;20;36;60;1;MEAUBELEC;3248;45.56;5.26;38300
2960;22;20;36;Sud;1;ACTIVA ENERGIES;3406;45.70;5.33;38460
2960;21;25;;45;;ENODOM;0;45.22;5.86;38420
2040;15;25;;-65;-1;ENERGIA GDF SUEZ ;2041;46.26;5.62;1100
3000;25;20;;80;;solaris energie solaire;0;45.73;4.73;69340
3000;16;30;31;-5;34;lepargnieur;2816;45.30;5.59;38210
2280;19;25;;15;0;Sol Azur;2706;45.56;4.37;42330
3010;24;20;;60;;a2 energie;0;45.26;5.85;38190
2960;20;25;;-85;;ARC Habitat;0;45.27;5.87;38920
2960;20;15;37;45;-1;ch;3094;46.00;4.05;42120
2996;18;20;;-80;-1;THERMO CONCEPT FOREZIEN;3123;45.52;4.58;42800
2960;20;20;;Sud;-5;DELTASUD;3508;45.37;4.64;42520
2940;22;20;;Sud;;Evasol;0;45.93;4.26;42470
2996;18;30;37;-20;-3;SOLUTION SOLEIL ENERGIE;3365;46.25;5.56;1580
3000;16;20;37;20;1;"Solar D&eacute;veloppement";3451;45.90;4.83;1600
2450;16;35;;30;;A2Energie par BTW;0;46.25;5.65;1100
3000;17;30;;20;-2;A l Eau Solaire;3311;45.70;5.20;38460
10494;53;25;;-5;-1;"SES Solaire Energies Syst&egrave;mes";12485;45.56;5.25;38300
2960;22;20;;10;-1;soleil.energie.SAS;3245;45.74;4.23;42110
2996;24;20;;5;-5;Thermi Service;3148;46.14;4.28;42460
2996;18;45;;Sud;;enr watt;0;45.44;5.98;38530
2996;23;15;;Sud;-1;ENERCOS technologies;3306;45.67;4.86;69320
2720;22;25;;-90;;ALVENA;0;45.81;4.83;69660
2960;20;20;;-45;-2;France Eco Logis;3293;45.69;4.03;42130
3000;16;20;36;-60;1;"SES Solaire Energies Syst&egrave;mes";3210;45.60;5.21;38080
2996;17;25;;-60;;MADISUN;0;45.33;6.10;38580
2880;17;25;;-45;;THERMO6CONCEPT FORESIEN;0;45.86;4.03;42260
2996;18;25;37;-85;1;123 Solaire;3000;45.78;5.01;69330
1020;9;25;;Sud;;Pi energies;0;45.19;5.69;38600
2960;22;20;36;Sud;3;IDESKO;3389;45.90;5.34;1150
2700;20;35;36;-10;-2;FE Solar;3168;45.48;5.51;38730
3150;23;20;;70;-1;S comme solaire;3196;45.73;4.76;69340
2080;16;25;;45;-2;AR VIGELEC;2419;45.27;5.88;38920
24000;135;30;;45;;a2 energie;0;45.83;5.53;1510
2775;20;20;;-90;;Solutions Soleil Energie;0;45.61;4.92;69970
3010;23;30;37;-60;-3;a2energy;3217;45.30;5.49;38210
2960;21;20;36;-90;-1;LEPARGNEUR;2851;45.49;4.24;42170
3000;30;30;36;75;1;EPB Solaire;3061;45.57;5.43;38110
2880;20;20;37;-20;0;OPTI ENERGIE;3333;45.69;4.97;69800
2960;20;40;35;-80;-3;WATT et HOME;2922;44.99;5.77;38119
2940;19;15;36;45;2;Kapenergie+;3169;46.13;5.26;1240
2450;18;20;;60;-2;Palluets Freres;2363;46.03;3.93;42370
2100;15;20;;-80;;Evasol;0;46.15;4.67;69910
2996;21;25;;5;;PV du Rhone;0;45.74;4.85;69007
2940;19;25;37;-5;5;a2 energie;3408;45.95;5.61;1110
3000;25;30;37;Sud;-14;SOL R ELEC;3596;45.15;5.67;38180
3000;30;30;38;-75;-12;PWP;3174;45.39;5.94;38660
2960;21;20;37;Sud;1;IDESKO;3429;45.74;5.18;38230
2160;20;20;;50;;KBE Solaire;0;45.35;5.52;38140
3000;27;40;36;-75;-3;grp;3005;45.49;5.38;38690
3000;23;35;;5;;KBE Solaire;0;45.18;5.86;38420
2996;18;20;36;40;0;SOL ENERGY;3295;45.70;4.80;69600
3010;18;20;35;Sud;1;123 Solaire;3405;45.26;5.56;38210
2960;20;20;36;-90;-1;ISICOM Services;2870;45.40;4.18;42240
2960;21;20;36;45;0;cherbland combustibles;3247;45.48;4.64;42800
3000;22;25;37;-10;-2;lumensol;3517;45.37;5.52;38140
2960;22;25;36;-45;-2;Solutions Soleil Energie;3278;45.63;4.72;69440
3000;24;20;36;Sud;2;"Soleil en T&ecirc;te";3399;46.28;5.16;1340
2460;19;25;36;-40;0;Soleil Energie SAS;2728;45.96;5.36;1500
2880;23;20;36;10;-3;Concept Energie;3247;45.18;5.75;38400
2996;18;20;;10;;LOGISUN;0;45.82;4.96;1700
2996;23;20;;Sud;;ECO ENERGIE SYSTEMES;0;45.84;4.53;69490
2700;21;15;37;45;2;KBE Solaire;2919;45.37;5.59;38500
2996;18;25;36;20;4;123 Solaire;3432;45.86;4.71;69380
2760;20;30;36;Sud;0;Solaire Direct;3293;45.39;5.22;38260
2000;16;20;;70;1;Evasol;2102;45.42;4.88;38150
6300;50;30;37;-45;-1;Solaire Direct;6957;45.96;4.66;69400
3000;21;45;37;60;-20;AMITEL CLIM;2602;45.38;5.95;38660
2880;20;20;37;85;-1;energy direct solar;2758;46.13;4.10;42720
2940;21;35;36;Sud;-2;Solaire Energie Systemes;3339;45.35;5.60;38500
1800;6;15;37;-45;-1;COZY EST;1947;45.61;4.67;69440
2880;43;20;35;45;9;ALTESOL;3124;46.10;5.32;1160
3000;20;15;37;-20;0;moi;3432;45.45;4.78;38370
3000;15;25;33;-5;3;"&amp;Eacute;lectricien ";3272;45.18;5.79;38610
3000;16;30;37;-170;-1;fleury fabien;1987;46.14;4.10;42720
3220;20;35;37;45;-2;Solaire Direct;3564;45.36;5.57;38500
2940;23;15;37;Sud;1;1 2 3 Solaire;3355;45.74;4.93;69500
3000;17;45;37;-45;-1;ISOWATT ;3314;45.35;5.57;38500
5120;26;20;35;25;7;Actelios;5821;45.62;5.23;38080
2880;24;15;37;20;2;Inti Pro Concept;3254;45.83;5.10;1360
6000;62;25;38;20;-4;SCTD industrie;6611;46.27;5.61;1100
3000;17;20;36;-75;-4;moi;3037;46.03;4.63;69460
2250;15;30;37;35;-1;GROUPE SOLAIRE DE FRANCE;2572;45.74;4.69;69290
2992;22;25;36;45;1;"Soleil en T&amp;ecirc;te";3391;45.61;5.13;38090
3600;23;30;35;-40;19;ECORENOVE;3653;45.95;5.61;1110
1200;6;90;37;-90;-1;moi;713;45.39;5.41;38690
3000;16;35;37;Sud;0;Energie Habitat;3609;45.75;4.90;69100
1500;8;40;36;Sud;-2;"G&amp;eacute;oclim";1715;45.56;4.30;42340
8604;60;25;35;5;2;Fe Solar;10073;45.25;5.24;38940
